2758	See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	NOT
5132	I assume that people realize that you were merely conveying my request, per , and nothing more.	Předpokládám , že si lidé uvědomují , že jste jen poskytl můj požadavek , a nic víc .	[1, 0, 0]	NOT
3608	It's cute that you think this will stop me for long.	Je roztomilé , že si myslíš , že mě to dlouho zastaví .	[0, 1, 0]	NOT
5248	Additionally, I have added FOUR reliable sources (including FOX NEWS and NY MAG) talking about the issue.	Kromě toho jsem dodal Čtyři spolehlivé zdroje ( včetně FOX NEWS a NY MAG ) hovořící o této otázce .	[0, 0, 0]	NOT
8728	I posted the block on your page because you kept thretening me. And for me doing something right you give me this junk.!!}}	Poslal jsem blok na tvou stránku , protože jsi mě pořád házel . A pro mě dělá něco správného , dáš mi tuto smečku . ! ! } }	[0, 1, 1]	ERR
8410	i have too many ip addresses, and i shall continue to destry user cavarrone's page, you can not do anuthing	Mám příliš mnoho adres ip , a já budu pokračovat v destry uživatele Cavarrone stránky , nemůžete dělat nic	[0, 0, 1]	NOT
2869	Hey isn't Day 'N' Nite a UK single to be released in January 2009 and its produced by the Crookers?	Hej , není Day ' N ' Nite britský singl , který bude vydán v lednu 2009 a který bude produkován Crookers ?	[0, 0, 0]	NOT
9950	Please leave The Page alone!Or I'll have to report you to the admin of this whole website.	Prosím , nechte stránku na pokoji ! Nebo vás budu muset hlásit správci celé stránky .	[0, 0, 0]	NOT
8476	his is your last warning stop violating multiple wikipedia policys and stop being an american retard, do humanity a favour and kill yourself	To je tvoje poslední varování , přestaň porušovat několik zásad wikipedia a přestaň být americký retard , udělej lidem laskavost a zabij se .	[0, 0, 0]	NOT
9633	All articles are short when they are first written and my article provides content and should definetly not be deleted. People will make it longer.	Všechny články jsou krátké , když jsou poprvé napsány a můj článek poskytuje obsah a by měl být definován , aby nebyl vymazán . Lidé to bude delší .	[0, 0, 1]	NOT
2304	Please leave any messages here and I will endeavor to reply	Prosím , nechte zde žádné zprávy a já se budu snažit odpovědět	[1, 1, 0]	ERR
9684	who do not look black either have been miscegenated over the millennia or Arab. (Duh.)	kteří nevypadají černoši , buď byli přes tisíciletí zkresleni , nebo Arabové . ( Duh . )	[0, 0, 0]	NOT
1099	Please change the first sentence back to reflect the material actually in the reference.	Změňte první větu zpět tak , aby odrážela materiál ve skutečnosti obsažený v odkazu .	[0, 0, 0]	NOT
2008	Three years and ten days later, I can't either. Will search about for the answer and, if that fails, slap a tag (or four) on it.	O tři roky a deset dní později , já nemůžu ani . Budu hledat odpověď a , pokud to selže , stisknout značku ( nebo čtyři ) na to .	[0, 0, 0]	NOT
3424	WIKI bullies at it again. They invade peoples posts, muck up their content, place links that are without source data.	WIKI na to znovu útočí . Napadou lidi na posty , vymačkají jejich obsah , umístí odkazy , které jsou bez zdrojových dat .	[1, 1, 0]	ERR
6757	The man I interview named William Under Baggage is Chief Red Clouds great Grand son. He is also a descendant of Crazy Horse. Remember him.	Muž , kterého jsem hovořil jménem William Under Baggage je náčelník Red Clouds velký dědeček . On je také potomek bláznivého koně . Vzpomeň si na něj .	[1, 1, 1]	ERR
6776	How many lectures are there? When does the project of law get voted on?	Kolik přednášek tam je ? Kdy se projekt zákona hlasuje ?	[0, 0, 0]	NOT
8131	If Kenny, JFD, and Freedom skies can have their say on IMA, then so can I...	Pokud Kenny , JFD a Freedom skies mohou mít co říct o IMA , pak můžu I já . . .	[0, 0, 0]	NOT
4024	Dont I know to answer that. Why are you coming to my user page? Stupid.	Proč přicházíš na moji stránku uživatelů ?	[1, 0, 0]	NOT
9785	Yeah, right. You must know Dunne409 quite well since you allow him to change your religious preference. ?	Jo , dobře , musíš Dunne409 znát docela dobře , protože mu dovolíš změnit svou náboženskou přednost .	[0, 0, 0]	NOT
8694	No wonder he hates cops, they probably kick his ass every time they see him.	Není divu , že nesnáší poldy , nejspíš mu nakopnou zadek pokaždé , když ho uvidí .	[0, 0, 0]	NOT
9228	get fucking lost i know you are sad but keep it to yourself	Vím , že jsi smutná , ale drž to u sebe .	[0, 1, 1]	ERR
5	That IP banning is working great, keep up the foul work, nazi	Že zákaz duševního vlastnictví funguje skvěle , držte se toho špatného , nazi	[1, 0, 1]	ERR
5292	Stop writing on my T.P. I have nothing further to discuss with you given that you lack a bsinc education or diplomacy	Přestaň psát na mém P . P . Nemám s tebou nic dalšího , o čem bych si mohl promluvit , protože ti chybí bsinc vzdělání nebo diplomacie .	[1, 0, 0]	NOT
3067	This is seriously harrassmennt. I am reporting you to whoever i find out i should report you to.	Tohle je vážně harrassmennt , hlásím vás tomu , komu se dozvím , že bych vás měl hlásit .	[0, 0, 0]	NOT
9768	Robert Gates Robert Gates should be listed as an independent. He has said many times he is not a member of the Republican Party.	Robert Gates Robert Gates by měl být uveden jako nezávislý . Řekl mnohokrát , že není členem republikánské strany .	[0, 0, 0]	NOT
8349	Update, check the Tech talk page for my demands. I remain, The Masked Flag of Freedom.	Aktualizovat , zkontrolovat stránky Tech talk pro mé požadavky .	[0, 1, 0]	NOT
9352	My promise to you all is that I'll destroy both Google and Wikipedia in less than 5 years.	Slibuji vám , že zničím Google i Wikipedii za méně než 5 let .	[0, 0, 0]	NOT
1120	Evidence like this: (Lying Again) That this user can not be trusted to tell the truth.	Důkazy jako toto : ( Znovu lhát ) Že tomuto uživateli nelze věřit , že řekne pravdu .	[0, 0, 0]	NOT
6760	REDIRECT Talk:XVII Brigade, Royal Horse Artillery	REDIRECT Talk : XVII brigáda , královská koňská dělostřelectvo	[0, 0, 0]	NOT
9736	When i look at and read his talk page i know enough. Wikipedia will never reach an academic level	Když se na něj podívám a přečtu si jeho stránku , vím dost . Wikipedia nikdy nedosáhne akademické úrovně	[0, 0, 0]	NOT
7323	I changed this to POV cuz it obviously is. Dannown	Změnil jsem to na POV , protože je to zřejmé .	[0, 0, 1]	NOT
5714	Don't try to creat a page for the pound mass. WikiProject Physics will remove that page forthwith.	Nepokoušejte se vytvořit stránku pro váhu liber . WikiProject Physics tuto stránku okamžitě odstraní .	[0, 0, 0]	NOT
2964	I'm not vandalising anything. I'm adding to the Wikipedia. You're one to talk. I saw your user info, you lazy perv	Nechci nic zničit , přidám do Wikipedie . Jsi jeden , kdo může mluvit . Viděl jsem tvoje uživatelské informace , ty líný perv	[0, 0, 1]	NOT
5280	JA: Regional dialect, I guess. Will change back later tonight.	Domnívám se , že regionální dialekt se změní později večer .	[0, 0, 0]	NOT
5514	you can start a user page and put your photo up there	můžete zahájit uživatelskou stránku a umístit tam fotku	[0, 0, 0]	NOT
2019	Error can somone please move this to original (before my edits to Swedish Resistance Movement)?	Chyba může někdo prosím přesunout toto na původní ( před mými úpravami na Švédské odporové hnutí ) ?	[0, 0, 0]	NOT
714	God for an experienced Wikipedian you are an arrogant piece of shit. How about checking out the source to see if it is reliable. Bloody Hell.	Bůh pro zkušený Wikipedijce jste arogantní kus hovna . Co kdybyste zkontrolovali zdroj , abyste zjistili , zda je spolehlivý .	[0, 3, 0]	NOT
7170	there is no bias against Spain and Italy. Why would there be any??? Regards	Neexistují žádné předsudky proti Španělsku a Itálii . Proč by tam byly nějaké ? ? ? S ohledem	[1, 0, 0]	NOT
4031	id say that animal farm is more of an attack against totalitarianism, than an attack against communism, thats at least how i always took it.	Říkám , že farmy zvířat jsou spíše útokem na totalitarismus , než útokem na komunismus , tak jsem si to aspoň vždycky myslela .	[1, 0, 1]	ERR
7056	what Huon proposed is also acceptable to me that it should not be under new section. A para in Lead will serve the purpose.	to , co Huon navrhl , je také přijatelné pro mě , že by to nemělo být pod novou sekcí . Para v olova bude sloužit tomuto účelu .	[1, 1, 1]	ERR
5242	Nor is acting superior in rhetoric when you do not cite why my decision is wrong.	Ani se nechováš v řeči nadřazeně , když nezmiňuješ , proč je moje rozhodnutí špatné .	[0, 0, 0]	NOT
6031	I should like an admin other than the one who blocked me to review this reason. Thank you.}}	Rád bych , aby správce jiný než ten , kdo mě blokoval , aby přezkoumal tento důvod . Děkuji . } }	[0, 0, 0]	NOT
2340	Wikipedia isn't a repository of pedophiles using NPOV stance to insert talking points into it's articles... oh wait, nevermind, it is.	Wikipedie není úložiště pedofilů , kteří používají postoj NPOV , aby do svých článků vložili hovořící body . . .	[3, 1, 1]	ERR
9865	Not controversial. He is a convicted felon for money laundering and it's been all over the news: [URL]	Není to kontroverzní , je odsouzen za praní peněz a to je všude ve zprávách : [ URL ]	[0, 0, 0]	NOT
4218	I was aware of that, , but thanks for pointing it out, for everybody's edification.	Byla jsem si toho vědoma , ale díky , že jste mi na to upozornila , za všechny zvyšování .	[0, 0, 1]	NOT
8991	I don't know, I just moved a really confusing part elsewhere.	Nevím , jen jsem přestěhoval opravdu zmatenou část jinde .	[0, 0, 0]	NOT
6217	did not remove then dickhead did not remove my earlier comment. why did you not remove my other comment then. Are you too scared too.	neodstraňoval pak Dickhead neodstraňoval můj předchozí komentář . proč jste neodstraňoval můj jiný komentář pak . Jste příliš vystrašený příliš .	[1, 1, 0]	ERR
9125	P.S. it doesn't seem like you did a very good job of looking up ur a maget, since a Google search brings lots of results. Prick.	Zdá se mi , že jste neudělala moc dobrou práci , když jste hledala magetu , protože vyhledávání Google přináší spoustu výsledků .	[0, 1, 0]	NOT
5160	ok thanks for showing it its my mistake and i am sorry for the same but please sign ur post	ok díky za ukázku své chyby a já se omlouvám za to samé , ale prosím podepsat ur post	[0, 0, 0]	NOT
42	well hes an idiot, he removed my edits for no reason even though they were correct	No , je to idiot , odstraňoval moje úpravy bez důvodu , i když byly správné .	[0, 0, 0]	NOT
8826	Take yourwarning and shake salt on it and shove it up your poop pipe...	Vezměte své varování a potřásněte mu sůl a vytáhněte si ho do potrubí . . .	[0, 0, 1]	NOT
4438	balance. like in every other wiki page of historical figures.	rovnováha . jako v každém jiném wiki stránce historických postav .	[0, 0, 0]	NOT
1629	I've just added some comment while I oppose deletion I'm not very happy with this article, it's a good thing there's some debate about it.	Právě jsem dodal pár poznámek , zatímco jsem proti odstranění Nejsem moc spokojen s touto článkem , je to dobrá věc , že tam je nějaká diskuse o tom .	[0, 0, 0]	NOT
3930	BOO HOO TELL EVERYONE WHAT I DID - CANT FIGHT YOUR OWN BATTLES!!! PATHETIC BABY!!	Řekni všem , co jsem udělal - Chceš si zahrát vlastní zápasy ! ! !	[1, 1, 0]	ERR
7924	Thank you for the explanation - I will, in future adds/edits, your points regarding reference points.	Děkuji za vysvětlení - v budoucnu přidám / upravím vaše body týkající se referenčních bodů .	[0, 0, 0]	NOT
3649	Looks to be a nice addition. It'll also help Jpatokal & co. understand that Joseon by all modern definitions, acted as a sovereign nation.	Vypadá to , že je to hezký doplněk . To také pomůže Jpatokal & co . pochopit , že Joseon podle všech moderních definicí , jednal jako suverénní národ .	[0, 0, 1]	NOT
3145	I didn't say he was a sweeper, it already said it before. Where does the local cleaner work?	Neřekl jsem , že je čistič , to už bylo řečeno předtím .	[3, 1, 1]	ERR
8347	Good work Good work. Keep it up. Most Islam related articles are terribly written and need serious overhauling.	Dobrá práce Dobrá práce . Udržujte ji nahoře . Většina článků souvisejících s islámem jsou hrozně napsány a potřebují vážné přezkoumání .	[0, 0, 0]	NOT
3485	Welcome to the target list of operation wikirape, have a nice day	Vítejte na cílovém seznamu operace wikirape , příjemný den .	[0, 0, 1]	NOT
8044	no pants? you can't be serious? do you expect us to all run around without any trousers on? can you imagine the controversy?! think of the children!	Nemůžeš to brát vážně ? Očekáváš , že budeme všichni běhat bez kalhot ? Dokážeš si představit tu kontroverzi ? ! Pomysli na děti !	[0, 0, 0]	NOT
6008	It looks like this page was marked for deletion by a fundamentalist Christian. I can't help but wonder whether he was being objective at the time.	Vypadá to , že tato stránka byla označena pro vymazání fundamentalistickým křesťanem . Nemůžu si pomoct , ale divit se , zda byl objektivní v té době .	[0, 0, 0]	NOT
